Body keypoints: Array<T>::toString():
270.857452 218.264679 0.787115 
280.703156 212.160812 0.766322 


Body keypoints: Array<T>::toString():
279.433228 44.499004 0.965569 
279.497406 66.557060 0.898989 
258.666382 65.337532 0.880822 
230.462524 69.017952 0.852356 
251.345337 45.814896 0.832485 
302.693817 67.779999 0.830282 
327.093933 73.929466 0.906157 
307.607361 53.068157 0.905754 
279.438263 131.427414 0.855356 
264.750885 131.434357 0.771580 
267.161682 172.993790 0.802218 
268.439941 209.696991 0.901949 
296.555206 131.425262 0.813998 
298.980347 171.838684 0.871150 
306.374390 210.941711 0.872391 
276.956573 40.868942 0.866667 
286.750427 40.885082 0.862362 
269.618256 43.355053 0.767261 
292.893280 44.501122 0.838106 
307.580780 220.758453 0.882808 
313.684235 219.534851 0.860722 
303.919556 215.803345 0.649048 
264.775635 219.461945 0.815250 
258.682587 217.038940 0.863704 
270.884979 210.971298 0.738035 


Body keypoints: Array<T>::toString():
291.658478 44.518715 0.915729 
294.125916 65.368355 0.857809 
272.082947 65.357597 0.852709 
241.555649 71.464088 0.854149 
262.316010 50.665611 0.834971 
316.148560 65.371681 0.858727 
338.235657 72.726997 0.890523 
318.638306 51.857971 0.863367 
295.359253 131.390793 0.814680 
279.429077 131.409561 0.834318 
279.512604 171.843643 0.856312 
288.021027 209.723099 0.929334 
308.817413 131.379257 0.823881 
310.006439 171.760010 0.871308 
308.793365 209.709579 0.906314 
288.022064 42.082794 0.921604 
297.776642 42.062466 0.906580 
281.901306 44.526073 0.744820 
306.327332 44.500336 0.840508 
310.021423 219.518692 0.884285 
317.360229 219.445694 0.885873 
306.359619 212.147446 0.703691 
285.581543 219.525925 0.849557 
279.446625 219.430054 0.896439 
290.464325 210.991531 0.790196 


Body keypoints: Array<T>::toString():
303.908020 44.511795 0.896682 
306.358215 65.343811 0.896770 
284.327606 65.331810 0.842748 
256.201691 71.427155 0.846801 
274.553833 51.839832 0.816102 
327.144958 65.353127 0.882159 
349.198425 73.871094 0.891138 
329.595978 51.902531 0.866563 
305.129486 131.369522 0.818622 
289.179688 131.372940 0.844756 
287.999847 173.002640 0.849118 
289.185486 209.760529 0.912928 
318.619049 131.380051 0.833068 
324.713654 170.604156 0.831085 
328.418060 209.708908 0.904954 
298.990814 42.070591 0.912985 
308.748199 42.050488 0.908714 
292.907104 44.537075 0.827032 
317.315979 44.498890 0.892994 
335.714264 219.521927 0.839933 
339.369995 218.243286 0.817371 
327.140594 212.194397 0.784193 
286.758118 220.693466 0.839710 
279.436401 219.462082 0.897756 
291.680084 212.189194 0.716832 


Body keypoints: Array<T>::toString():
322.281952 44.524872 0.895814 
322.264160 65.365562 0.867753 
300.253693 65.343689 0.879444 
275.745636 68.991013 0.828459 
291.686554 50.632759 0.820271 
345.509552 65.383568 0.867408 
368.783020 73.853020 0.873779 
349.177185 51.865524 0.865217 
319.801514 131.351654 0.814000 
306.335144 131.371399 0.775500 
307.621704 173.043777 0.845050 
310.071533 210.896088 0.872384 
336.916809 130.204407 0.815448 
344.274780 171.747604 0.843994 
352.840942 209.744583 0.861440 
318.545685 42.089996 0.918657 
327.175659 42.057083 0.909031 
311.270325 44.528637 0.850886 
335.695679 43.352127 0.865325 
357.776611 219.511826 0.829883 
365.054779 218.243729 0.792819 
347.999359 213.403610 0.807119 
307.631622 220.718155 0.882806 
302.672302 219.508163 0.842378 
316.170166 212.177536 0.790632 


Body keypoints: Array<T>::toString():
344.280670 44.534416 0.902204 
344.268402 65.381416 0.857799 
321.025635 65.389168 0.842800 
295.357483 70.221596 0.822551 
316.119873 49.427238 0.813223 
366.276733 65.354843 0.892250 
389.541779 72.706673 0.891915 
368.781860 51.831936 0.853868 
340.646088 131.403412 0.805117 
327.148834 131.412521 0.829904 
328.369690 175.436813 0.845991 
335.677704 210.942322 0.874606 
356.568695 131.404434 0.844973 
360.189545 171.786194 0.843327 
365.088531 209.710419 0.897242 
338.164795 42.086189 0.914586 
347.929321 42.074131 0.919129 
330.851990 44.566814 0.846231 
356.470886 44.534065 0.898827 
374.837280 219.494095 0.838814 
376.135773 217.051407 0.861487 
359.002014 213.398010 0.775017 
333.266022 220.711273 0.842808 
327.188690 219.533310 0.908981 
336.997009 214.605103 0.754959 


Body keypoints: Array<T>::toString():
367.520020 44.527866 0.973000 
367.515900 65.356430 0.921876 
346.725006 65.347046 0.888341 
319.805786 70.242661 0.857019 
338.207794 50.672588 0.840268 
388.358337 65.337715 0.871338 
414.043976 72.701454 0.903252 
395.646149 50.678612 0.849937 
366.335815 128.975006 0.833957 
350.427643 128.974274 0.751225 
355.249084 171.774384 0.857695 
357.714935 209.735214 0.927686 
380.982147 128.967438 0.745008 
378.539001 170.587143 0.875508 
376.141693 209.738831 0.931764 
363.878754 42.081463 0.884173 
373.637299 42.064438 0.862854 
356.556091 44.569866 0.868056 
378.580994 44.510334 0.874422 
380.999481 219.462662 0.826271 
385.887543 218.223175 0.853309 
373.631958 212.194794 0.753588 
356.560425 220.668671 0.892544 
350.395081 219.463028 0.845634 
360.193390 212.147263 0.752592 


Body keypoints: Array<T>::toString():
387.062378 44.561111 0.960969 
385.937683 65.354866 0.919086 
366.262482 65.338989 0.881674 
339.372803 72.609627 0.879686 
357.714142 51.873676 0.876918 
406.742432 65.330719 0.898521 
433.609161 72.688194 0.906894 
415.189178 51.839329 0.860898 
385.903351 130.174362 0.847752 
369.984985 130.163361 0.759357 
366.277832 172.990097 0.880223 
357.777924 210.939972 0.902731 
400.564728 130.193222 0.752173 
402.978363 171.777603 0.834654 
402.992493 209.724548 0.866606 
382.230865 42.105724 0.875470 
391.989960 42.107407 0.866090 
376.044800 44.570522 0.884802 
396.953278 44.576660 0.881137 
407.930359 219.484802 0.845985 
414.029236 217.064194 0.824908 
396.920197 212.197144 0.834301 
357.699799 220.696854 0.911394 
349.207153 219.476135 0.899868 
360.176422 214.597443 0.714707 


Body keypoints: Array<T>::toString():
396.863098 44.564793 0.958877 
395.702179 65.335861 0.921622 
376.074524 64.172745 0.903765 
350.411774 71.432137 0.840789 
368.786224 49.434528 0.806486 
416.478638 65.338402 0.897889 
443.372528 72.701118 0.908260 
425.049469 51.872723 0.892571 
395.667145 131.362213 0.855425 
379.752258 131.357803 0.775831 
379.760956 174.223328 0.802637 
385.826294 210.893158 0.909756 
409.124817 131.372208 0.772125 
412.798645 171.749619 0.839011 
412.786377 208.499191 0.844427 
393.223877 42.100136 0.885590 
402.977173 43.248089 0.870947 
385.872589 44.546577 0.867524 
406.750183 44.580376 0.875243 
418.909546 219.433273 0.832087 
423.824005 215.819031 0.811277 
406.702820 210.977127 0.814993 
385.828949 220.671524 0.912625 
377.356537 219.499954 0.920079 
387.099030 213.360092 0.789479 


Body keypoints: Array<T>::toString():
417.736511 44.561760 0.899403 
418.903015 65.352837 0.884597 
396.930420 65.362137 0.882884 
372.438721 72.620956 0.855941 
391.985046 51.835335 0.817652 
442.130554 65.335312 0.867741 
465.361176 72.729042 0.931390 
445.880737 51.900524 0.882134 
416.528595 130.162796 0.811989 
404.223907 130.142365 0.764717 
396.961914 171.734116 0.897244 
388.364685 209.705917 0.891971 
434.747864 130.203445 0.801360 
429.937286 171.750488 0.829286 
426.197662 209.670609 0.932034 
415.248749 42.109390 0.922875 
424.990997 42.114655 0.914647 
406.752930 44.514530 0.838725 
431.166534 44.521717 0.833217 
434.766907 218.292419 0.874442 
436.029358 215.828156 0.868397 
421.368134 210.984482 0.841188 
387.143982 219.461655 0.903690 
382.209106 217.046127 0.812178 
390.779297 210.995346 0.741433 


Body keypoints: Array<T>::toString():
426.241638 44.564541 0.968442 
425.056580 65.348907 0.924492 
405.435760 64.168617 0.906608 
379.789764 71.450127 0.839483 
399.369965 49.455517 0.787165 
445.823700 65.362923 0.894678 
472.710083 72.702255 0.910166 
454.378357 51.881523 0.901306 
423.782501 130.157639 0.812251 
406.723572 130.160080 0.807299 
407.887970 171.786896 0.882496 
412.811768 209.650208 0.874252 
436.059845 130.170334 0.815882 
439.723358 170.498932 0.839581 
436.109680 206.020218 0.861536 
423.768219 42.093510 0.897146 
432.366638 42.115307 0.879292 
415.245972 44.504337 0.848764 
437.276184 44.557102 0.860400 
443.383209 217.040512 0.851385 
445.874512 213.375290 0.847940 
434.776215 209.711884 0.824864 
410.341217 219.451218 0.864709 
405.462982 218.229370 0.897074 
415.263672 210.928345 0.836404 


Body keypoints: Array<T>::toString():
444.532135 44.589863 0.920410 
443.373291 65.370888 0.884984 
422.583893 65.355995 0.849979 
396.859253 71.474342 0.909436 
415.206146 51.891422 0.873031 
464.133270 65.372383 0.869314 
487.449493 72.676125 0.871341 
470.305847 51.885143 0.844338 
439.697449 130.163651 0.783807 
425.077087 130.144363 0.819347 
423.755432 171.736786 0.872621 
415.174225 209.712662 0.906173 
454.406097 130.197647 0.833945 
453.171631 171.747528 0.866658 
445.794830 209.684952 0.918130 
437.301086 43.258759 0.894236 
445.895874 43.263447 0.927282 
433.558563 44.547096 0.833415 
454.416321 44.595924 0.883378 
454.397339 219.469177 0.834478 
455.662842 217.027664 0.797825 
440.937836 210.988312 0.817678 
414.000732 219.481964 0.888176 
406.657013 217.064026 0.883067 
415.218933 212.147949 0.741597 


Body keypoints: Array<T>::toString():
432.376587 44.563076 0.901916 
428.718445 65.339348 0.874731 
407.902771 64.172615 0.887381 
383.414215 68.993462 0.823866 
404.252106 49.421665 0.822169 
451.938477 65.370552 0.868626 
475.138794 73.859444 0.949711 
456.886139 53.053928 0.897514 
426.199829 128.952347 0.823547 
410.336853 127.723801 0.736054 
406.708679 171.803406 0.887829 
406.636200 209.716583 0.935621 
440.946869 130.160187 0.749524 
444.556000 170.586777 0.869962 
444.661499 209.646423 0.898299 
426.296234 42.097088 0.909308 
436.031342 42.108509 0.932018 
420.138855 43.366673 0.832348 
444.560303 44.523430 0.886104 
451.956055 218.280472 0.777376 
455.588715 214.608032 0.797639 
442.142120 210.987167 0.797213 
406.704926 219.458664 0.918203 
400.565308 218.250641 0.842343 
406.727753 210.982193 0.733172 


Body keypoints: Array<T>::toString():
423.762482 44.574806 0.903436 
423.806854 65.328659 0.901843 
401.793121 64.188408 0.855366 
376.039948 71.446075 0.873187 
395.605133 51.835312 0.858311 
444.615936 65.324303 0.916009 
469.066437 72.678696 0.892931 
449.497894 51.873184 0.849055 
417.730316 127.745132 0.775408 
405.415527 126.528252 0.774850 
405.413544 171.771683 0.904207 
405.431519 209.681381 0.906526 
434.823456 128.968124 0.805189 
432.381653 170.603836 0.844453 
426.205536 209.645813 0.917001 
416.513550 42.119045 0.907986 
426.258850 42.088760 0.924329 
412.777313 44.514332 0.792045 
434.828400 43.358646 0.941746 
434.788788 218.267487 0.863688 
436.051819 214.601669 0.845829 
421.374176 210.990601 0.855228 
406.659088 219.493439 0.943779 
399.326996 219.436005 0.873886 
405.498352 210.984100 0.795534 


Body keypoints: Array<T>::toString():
409.132538 44.540813 0.901532 
407.926392 65.348312 0.898850 
387.126282 65.325264 0.889895 
361.394806 70.229652 0.825736 
383.409424 48.198746 0.777517 
431.123077 65.345268 0.865421 
454.383026 73.858574 0.932379 
436.068481 51.901356 0.882447 
405.511993 130.197418 0.853420 
390.771820 130.162521 0.753085 
391.972748 171.838120 0.820670 
395.629517 209.710541 0.919033 
421.341858 131.362091 0.766029 
422.581604 171.736069 0.836529 
422.558868 208.476059 0.833066 
405.483521 42.076305 0.921087 
415.233398 42.078819 0.921035 
398.140381 43.355721 0.849581 
422.599304 44.487568 0.855362 
431.164917 219.429260 0.844353 
434.796112 214.615158 0.844105 
416.475891 210.964020 0.840671 
394.467529 219.507889 0.905198 
387.133636 218.295258 0.904726 
396.888336 210.982178 0.819185 


Body keypoints: Array<T>::toString():
406.633148 44.541004 0.967228 
405.399658 65.349449 0.910104 
383.452026 64.155594 0.875256 
357.706421 68.989998 0.868581 
377.355377 47.004326 0.826394 
425.068542 66.546478 0.899612 
453.132629 76.344200 0.808881 
433.607727 53.065395 0.890405 
398.104279 130.200729 0.814404 
384.671387 130.159164 0.771417 
385.854645 172.996887 0.860041 
387.106293 209.648041 0.892632 
415.196472 131.394943 0.828981 
413.989410 171.754044 0.850410 
406.720123 209.670929 0.892178 
402.999054 42.067074 0.871970 
411.567566 42.101162 0.863526 
395.629456 44.501663 0.847223 
416.521088 44.565571 0.845185 
416.426270 219.420441 0.823725 
417.711853 214.624710 0.747607 
405.391144 210.976059 0.860458 
387.106415 219.446594 0.880406 
382.198975 217.069000 0.801866 
389.545471 210.916046 0.765442 


Body keypoints: Array<T>::toString():
398.153137 44.575100 0.905415 
396.855713 65.374580 0.922812 
376.087097 64.190239 0.895190 
349.163147 69.003563 0.840420 
371.212311 47.019634 0.763049 
417.678680 66.545334 0.871463 
444.538483 73.937195 0.914990 
426.290314 53.101700 0.910407 
393.244171 131.397354 0.833875 
377.328308 131.381683 0.849253 
377.337128 172.998642 0.867279 
382.192078 209.723099 0.863648 
406.674286 131.429306 0.854080 
406.731140 171.763718 0.876648 
406.675476 209.708511 0.932239 
395.662140 42.117531 0.928299 
405.409607 43.258720 0.923981 
387.117737 44.532936 0.887883 
409.159485 44.547901 0.796535 
416.440369 219.501953 0.928327 
417.733978 217.048477 0.829727 
402.999756 212.165070 0.827850 
381.002197 219.498199 0.869643 
376.090698 219.424911 0.874964 
385.831848 212.130661 0.766983 


Body keypoints: Array<T>::toString():
362.622925 44.555199 0.900780 
366.276123 65.367569 0.917733 
345.506470 64.160614 0.885880 
312.492279 68.997398 0.817950 
335.710480 48.218674 0.803412 
385.895416 67.775116 0.858962 
406.705414 75.115974 0.881315 
387.142395 53.103718 0.895893 
361.396027 131.375534 0.800372 
346.735138 131.357086 0.822188 
347.949463 171.786392 0.884225 
348.028931 210.881058 0.889167 
376.130859 131.410019 0.854235 
376.049316 171.780228 0.872089 
373.618286 210.907104 0.839235 
357.789948 42.109123 0.906101 
367.495331 42.098545 0.914957 
356.508820 44.528671 0.151885 
377.303772 44.552269 0.874615 
377.355804 219.533401 0.872069 
383.444336 218.291489 0.813628 
367.538757 214.597092 0.816052 
347.934479 219.514023 0.904930 
341.855988 218.280746 0.812360 
352.852966 213.372726 0.749665 


Body keypoints: Array<T>::toString():
361.401917 44.582420 0.888844 
365.106415 65.370171 0.900500 
345.483643 64.160568 0.880031 
310.067566 67.804916 0.806282 
336.923096 45.779591 0.819426 
385.813293 67.788498 0.844708 
405.448242 73.972908 0.911849 
387.133820 54.280457 0.903846 
357.800751 131.393845 0.846160 
345.470825 130.195007 0.783352 
336.973389 171.787140 0.898859 
329.635651 209.676224 0.865688 
376.032562 131.453140 0.832502 
374.896118 171.813568 0.850884 
373.650635 210.907883 0.859063 
357.746399 43.260670 0.931451 
367.474274 43.253059 0.929213 
356.499359 44.559074 0.117929 
377.283691 44.588905 0.892392 
377.375397 220.661957 0.857750 
384.626282 219.439529 0.851081 
367.579254 214.601120 0.809193 
327.173950 219.443954 0.879704 
319.856781 215.844650 0.821907 
334.483582 210.986496 0.768598 


Body keypoints: Array<T>::toString():
339.398529 43.373798 0.936746 
351.634735 67.808952 0.818693 
330.816650 66.543961 0.845256 
300.273529 83.696533 0.914650 
311.232544 62.951584 0.916878 
372.429901 70.223640 0.808823 
395.641083 86.169319 0.893891 
379.799896 64.140205 0.852240 
347.938690 131.359207 0.871068 
332.057526 130.162048 0.765105 
328.408722 171.788391 0.903723 
328.362335 209.730331 0.934126 
365.065247 131.417297 0.829045 
367.528625 171.825760 0.885616 
372.425537 210.888611 0.873606 
339.425659 40.843025 0.205196 
346.678497 42.052059 0.892919 
0.000000 0.000000 0.000000 
357.814636 44.518063 0.942107 
377.350189 219.514069 0.881503 
384.620514 218.261368 0.836672 
367.586609 214.589905 0.791613 
325.911407 219.532272 0.863384 
318.575104 218.286865 0.912959 
330.855804 212.174683 0.735157 


Body keypoints: Array<T>::toString():
314.896606 44.543034 0.894556 
314.918030 65.358894 0.867620 
291.694244 64.175537 0.862434 
262.316864 66.586914 0.822227 
285.539093 47.013470 0.791817 
336.877014 66.595726 0.853460 
357.757111 73.933121 0.902200 
338.202942 53.062302 0.888562 
308.856384 131.361465 0.833293 
295.356110 131.350830 0.760022 
297.790588 173.048157 0.838750 
299.080475 210.885742 0.902465 
327.121826 131.382996 0.828225 
332.041748 171.795151 0.830881 
341.861206 209.728455 0.863344 
308.818207 42.091255 0.911372 
318.571564 42.076595 0.916746 
305.121552 44.517090 0.765884 
327.148468 44.531296 0.879408 
349.195496 219.517761 0.838767 
356.449677 218.242905 0.847936 
338.216492 213.367599 0.821002 
298.977325 220.663345 0.913167 
291.702271 219.476562 0.853410 
305.122314 212.179764 0.745997 


Body keypoints: Array<T>::toString():
294.140839 44.535408 0.898770 
295.354523 65.333092 0.876793 
272.113678 64.148567 0.871961 
242.721359 69.001350 0.826118 
263.549713 49.415310 0.828024 
317.328461 65.374168 0.871358 
338.235291 73.867981 0.897003 
319.790466 51.893887 0.871017 
291.674957 131.427841 0.816728 
278.195923 131.434799 0.823334 
279.467010 174.235184 0.835060 
287.935822 209.737534 0.899624 
307.599762 131.427002 0.850998 
310.022736 171.772827 0.861472 
317.407074 209.714935 0.907095 
289.220093 42.089302 0.920200 
298.977936 42.070255 0.921556 
284.353516 44.516140 0.778415 
307.556854 44.510784 0.886430 
318.637024 220.662399 0.891479 
327.101593 219.442825 0.896517 
316.151672 212.185974 0.711054 
285.571259 219.529434 0.845050 
279.421814 219.454529 0.895431 
289.234406 212.147766 0.786355 


Body keypoints: Array<T>::toString():
318.616638 45.753334 0.925051 
319.849457 66.590645 0.868332 
299.036377 66.569786 0.869704 
270.918518 70.224426 0.837760 
289.278198 51.885666 0.871188 
343.039948 67.772141 0.825534 
366.336334 73.945602 0.920478 
346.734650 53.087311 0.905908 
318.625519 131.372635 0.848753 
305.137177 131.383728 0.789349 
297.812134 173.034195 0.878944 
289.178833 210.931198 0.917270 
336.877991 131.373123 0.813230 
346.696014 171.783447 0.887943 
356.540283 210.886765 0.931108 
316.147797 43.314152 0.928764 
325.889862 43.299076 0.905910 
308.820068 45.762997 0.768534 
330.843811 44.573425 0.830452 
366.296814 220.707108 0.867930 
367.598724 218.293228 0.891608 
354.084473 214.620636 0.755703 
286.752899 220.729416 0.841216 
279.395691 219.464340 0.919150 
290.440308 213.408203 0.719408 


Body keypoints: Array<T>::toString():
347.903534 44.526295 0.960491 
346.778748 65.319771 0.922779 
325.922546 64.153038 0.878740 
297.792938 66.557831 0.865255 
318.572388 47.015858 0.845318 
368.748108 65.346367 0.878352 
394.439026 73.862167 0.899730 
374.888733 51.864967 0.857910 
346.704132 130.159180 0.831998 
329.611816 130.150070 0.774272 
336.892395 171.778809 0.872649 
340.593811 209.660629 0.857570 
359.012177 130.178253 0.768113 
360.175842 171.743607 0.854184 
357.722565 209.709656 0.928836 
344.276154 42.047859 0.861788 
352.846008 42.062492 0.853731 
336.964233 43.353477 0.836006 
358.983246 44.485611 0.873125 
365.071320 219.478561 0.865761 
367.521362 218.223267 0.853426 
355.279968 212.134048 0.810122 
339.396393 219.474030 0.859372 
335.740540 218.240814 0.806476 
345.465881 210.932968 0.790383 


Body keypoints: Array<T>::toString():
366.258087 44.518776 0.943513 
365.059326 65.367676 0.885375 
340.640625 64.185059 0.863889 
313.700531 66.559494 0.832226 
335.698853 49.420212 0.812715 
385.915680 66.550148 0.886403 
412.780701 73.931000 0.864773 
393.210632 53.075775 0.881169 
358.949188 132.591309 0.840530 
345.479736 132.595245 0.797382 
347.913940 177.894592 0.850855 
352.847809 210.995804 0.843935 
376.054596 132.593430 0.848735 
376.140808 172.983810 0.885661 
381.007599 209.703461 0.866960 
360.173065 40.891953 0.863117 
368.784607 40.889935 0.873015 
355.281586 44.492668 0.844435 
377.312683 44.536663 0.914215 
389.563049 220.680359 0.877971 
395.624634 218.288818 0.906211 
377.326782 212.147720 0.822120 
349.193054 221.962814 0.857003 
345.504669 220.742828 0.895897 
356.515350 214.619324 0.786410 


Body keypoints: Array<T>::toString():
367.516876 44.490055 0.972761 
367.503632 66.555016 0.913290 
345.519745 65.347282 0.866318 
316.136536 69.002716 0.827876 
336.962555 48.239960 0.845519 
389.579193 66.564682 0.836177 
415.249451 73.895012 0.923375 
395.666473 51.883560 0.877416 
366.255035 131.424789 0.861581 
348.007996 131.398697 0.829958 
347.980316 173.050964 0.863970 
349.194946 210.977982 0.888533 
378.573914 132.605667 0.801360 
377.322266 175.465134 0.859559 
374.823059 213.398178 0.819835 
365.040710 40.872948 0.868748 
373.663330 40.894157 0.857358 
356.570648 44.522503 0.873467 
378.583618 44.540607 0.849146 
378.538452 224.387711 0.832008 
384.652649 221.920959 0.862718 
367.559357 219.446701 0.855157 
348.015900 221.922134 0.864781 
344.286346 220.703827 0.865788 
354.055725 215.837387 0.748723 


Body keypoints: Array<T>::toString():
358.945709 44.500233 0.941601 
357.763428 66.545769 0.907665 
336.877014 65.327080 0.865169 
306.369293 67.773933 0.830199 
328.384979 45.791653 0.853655 
382.230682 66.570335 0.838287 
406.663422 73.928421 0.901168 
387.122467 51.895058 0.886354 
355.254547 131.412292 0.822927 
338.137451 131.365494 0.830577 
338.118835 177.888763 0.845382 
340.646576 217.047699 0.831079 
367.585815 132.611725 0.816928 
368.792236 174.242630 0.809658 
373.627014 214.585358 0.822708 
356.464203 40.880306 0.895991 
366.233307 40.884636 0.884768 
347.948547 43.366516 0.865079 
371.216827 43.376400 0.822363 
378.537292 226.810669 0.856627 
384.674713 221.943344 0.876858 
367.578003 219.469452 0.807569 
338.199554 229.221970 0.895083 
333.287689 225.631683 0.801222 
346.694641 219.521851 0.826043 


Body keypoints: Array<T>::toString():
358.968597 43.333515 0.925685 
360.170990 65.391609 0.877366 
336.957397 65.353882 0.877107 
307.527252 67.803894 0.843364 
328.409393 45.774025 0.861789 
385.857727 65.384270 0.877130 
411.557037 73.881317 0.866736 
389.533417 49.429272 0.820722 
357.778015 133.864044 0.812124 
341.853516 132.683868 0.751645 
339.432465 181.566940 0.856617 
343.042755 220.689575 0.854888 
376.066101 135.064957 0.786008 
372.430481 180.395752 0.829387 
369.979340 220.676620 0.854170 
356.474609 39.636139 0.881262 
366.247192 38.436783 0.872794 
348.003845 43.314487 0.818483 
373.657654 43.297119 0.873728 
376.096619 231.722549 0.881889 
380.983826 229.336853 0.848240 
366.341003 223.156937 0.771482 
338.204376 231.749634 0.857264 
333.273560 230.480392 0.846396 
346.729492 223.174118 0.782286 


Body keypoints: Array<T>::toString():
398.115784 44.513390 0.935198 
398.128448 69.006195 0.869301 
376.061646 67.789017 0.847917 
347.927582 72.662529 0.914834 
368.740601 48.226471 0.814278 
423.815430 68.998428 0.839250 
453.133301 75.150345 0.815870 
429.902405 53.073875 0.875746 
395.724792 136.288040 0.802214 
378.529938 135.095871 0.755173 
377.376007 184.023804 0.852335 
378.543793 220.778458 0.874278 
414.024811 136.296631 0.745775 
416.518921 180.378967 0.877807 
425.088928 220.711456 0.928992 
395.606079 42.054935 0.901439 
405.415527 40.875923 0.890956 
387.093567 44.527691 0.849015 
413.985168 43.361912 0.851960 
436.019653 231.705368 0.846783 
438.469849 229.275772 0.866752 
422.583740 225.613388 0.774422 
378.519897 230.557541 0.855478 
372.409393 230.481064 0.837742 
383.422516 224.399673 0.729997 


Body keypoints: Array<T>::toString():
395.641693 44.499084 0.951433 
395.634186 66.582626 0.901366 
369.955658 66.547783 0.827872 
343.040894 71.476105 0.830442 
366.260803 45.811085 0.828835 
417.705719 66.596260 0.843708 
445.884521 75.168243 0.838730 
425.087677 53.033131 0.899358 
391.996399 132.679703 0.772705 
376.073700 132.670441 0.781896 
376.116119 181.589630 0.886262 
378.554138 220.667313 0.880960 
406.710876 133.864410 0.795798 
406.655640 181.528275 0.885528 
405.509857 220.680954 0.904520 
388.352142 40.854557 0.854011 
399.317322 39.670353 0.844906 
383.429077 43.357182 0.828871 
406.720520 43.330742 0.898334 
411.577393 230.579361 0.804540 
416.459198 229.331345 0.893826 
401.769989 223.177780 0.708371 
378.532928 230.517197 0.871329 
373.615143 229.327255 0.831916 
383.452698 221.948868 0.737208 


Body keypoints: Array<T>::toString():
381.002563 43.375530 0.907027 
380.985748 67.802704 0.840169 
357.707581 67.772675 0.844970 
328.374115 72.627357 0.891385 
349.164886 47.018456 0.815404 
405.454956 67.814720 0.857200 
433.550751 73.911758 0.887285 
410.332306 51.852310 0.836737 
377.309753 135.070786 0.810089 
359.004669 133.884979 0.751847 
356.446228 181.607758 0.866724 
348.001251 220.780594 0.881169 
395.642578 135.103363 0.773489 
398.117188 181.528351 0.851787 
405.441711 220.736816 0.900638 
376.139954 40.879642 0.900013 
385.931519 40.842678 0.898028 
369.956360 44.534206 0.833977 
395.613159 44.492527 0.873542 
412.768066 232.958221 0.778887 
416.440277 230.484665 0.906394 
400.567230 226.810913 0.733821 
347.907257 231.740372 0.832373 
339.385834 230.495117 0.875967 
351.642792 226.830719 0.733344 


Body keypoints: Array<T>::toString():
325.926483 43.379436 0.942107 
328.395599 66.596367 0.904473 
306.353943 66.563240 0.822014 
275.742645 71.434837 0.828717 
297.747101 45.817963 0.843246 
352.855133 66.581696 0.823696 
377.385284 73.924484 0.884342 
356.560944 51.844337 0.885125 
