Body keypoints: Array<T>::toString():
268.360352 212.157730 0.849728 
288.020844 42.097752 0.928471 
297.815247 43.251209 0.932119 
278.244843 44.614376 0.943725 
302.709381 45.786755 0.563148 
285.548462 218.259552 0.070560 
0.000000 0.000000 0.000000 
261.076477 217.064301 0.712345 
298.996704 228.065048 0.882031 
291.708130 229.236084 0.800389 
275.739990 219.470184 0.772755 


Body keypoints: Array<T>::toString():
346.706757 44.525627 0.963958 
328.353210 70.256561 0.889859 
319.806519 69.018608 0.844868 
317.389191 102.091515 0.896610 
318.638428 132.689377 0.912667 
336.893402 71.458710 0.846390 
336.962708 105.741997 0.762766 
356.480286 121.631210 0.887655 
333.280548 138.721069 0.753231 
327.116516 138.760971 0.766795 
325.909332 180.382233 0.847132 
317.350189 220.689651 0.942930 
339.396912 136.324585 0.782587 
351.631256 171.792969 0.861360 
338.150085 210.950485 0.911088 
339.382324 42.050411 0.900972 
347.902405 42.049725 0.868717 
327.137268 43.369675 0.942383 
0.000000 0.000000 0.000000 
360.206512 220.758072 0.857589 
358.955841 219.472366 0.818099 
333.259430 213.365509 0.647898 
340.630066 229.283615 0.739123 
333.281738 230.516022 0.720353 
310.051758 224.401154 0.815901 


Body keypoints: Array<T>::toString():
307.604614 44.484600 0.956078 
310.023193 72.634499 0.929005 
288.027588 70.241402 0.890267 
279.448700 98.376816 0.895441 
269.714081 125.272446 0.876560 
335.675201 72.710243 0.897155 
343.063721 102.071121 0.895528 
352.842651 131.361343 0.846078 
305.120911 133.886414 0.779826 
288.039032 132.681198 0.829663 
281.906586 179.141235 0.848470 
279.388123 218.269211 0.886330 
318.656860 136.284637 0.793183 
327.186401 179.079498 0.868457 
333.278900 215.827728 0.818097 
303.898560 40.870991 0.848931 
313.709778 40.858479 0.842811 
298.969513 44.550529 0.495342 
324.719299 44.550701 0.895355 
336.967773 226.846741 0.833334 
341.847626 223.153549 0.806871 
329.596863 219.516907 0.828155 
269.659760 228.009369 0.788325 
267.163635 221.923111 0.823954 
281.869690 220.753036 0.797867 


Body keypoints: Array<T>::toString():
280.709259 44.536453 0.918503 
287.965332 71.480896 0.931333 
263.542053 71.410454 0.830374 
253.762024 98.394867 0.824567 
247.603546 125.276421 0.862306 
308.854126 72.617149 0.883957 
316.154663 100.817902 0.859771 
317.300385 126.494064 0.874341 
286.787476 133.839630 0.827494 
269.644806 133.855972 0.826485 
270.919800 180.376785 0.880531 
278.228638 218.261795 0.888318 
300.222229 132.690048 0.809270 
313.673431 177.897202 0.800911 
327.126190 218.233475 0.894367 
278.239075 42.098095 0.927889 
287.998657 42.056206 0.920461 
274.529816 44.572258 0.277037 
298.963348 44.509193 0.954230 
336.916260 228.023453 0.864176 
338.187256 221.950455 0.900852 
323.472900 220.710190 0.843802 
269.625458 228.032516 0.795864 
267.169281 221.969498 0.816995 
280.698059 220.715271 0.848867 


Body keypoints: Array<T>::toString():
276.988678 43.360741 0.942175 
284.342804 71.434402 0.859339 
259.873352 70.256409 0.880285 
253.764969 99.602234 0.804415 
252.547623 127.728775 0.828872 
307.605469 70.250175 0.868573 
317.385376 98.390747 0.882599 
323.493073 124.117188 0.848315 
286.736023 137.515091 0.777898 
269.637726 137.518890 0.808010 
272.083160 180.363007 0.877490 
278.221100 218.236313 0.861137 
299.067169 136.315689 0.797781 
305.127136 180.286789 0.841814 
307.557892 217.040146 0.872499 
270.879547 40.876122 0.897398 
280.664734 38.415241 0.860386 
268.400879 44.582691 0.172348 
294.101288 43.286289 0.894035 
316.116211 228.028687 0.845037 
317.404846 223.165710 0.867000 
302.687256 220.686966 0.840406 
268.466003 226.853516 0.804174 
267.164215 221.944489 0.805930 
280.689819 220.701675 0.876504 


Body keypoints: Array<T>::toString():
283.099121 43.360203 0.911498 
289.222107 71.449791 0.943830 
267.230499 70.209801 0.834475 
258.682495 97.175369 0.876020 
257.392365 125.280258 0.855046 
313.677979 72.613831 0.846448 
318.610992 100.826347 0.896981 
323.483276 127.758095 0.830215 
288.024628 133.884781 0.823862 
270.913635 133.865295 0.768075 
275.765930 180.353638 0.858721 
278.217346 218.256012 0.862637 
303.889069 135.057861 0.748714 
307.530640 180.328629 0.877919 
307.554230 217.049072 0.867510 
279.448578 40.852184 0.906963 
288.057007 38.451317 0.900788 
0.000000 0.000000 0.000000 
299.090240 43.279987 0.920906 
316.101868 228.044876 0.842456 
317.401398 223.186340 0.854144 
301.486023 220.681396 0.847647 
269.671051 228.029449 0.803727 
267.203644 221.972977 0.818044 
280.662384 220.710251 0.854468 


Body keypoints: Array<T>::toString():
306.322693 43.379414 0.937937 
308.773590 72.609528 0.950998 
286.772400 71.470619 0.871712 
277.016327 99.612976 0.868009 
267.220032 126.516312 0.860943 
330.844574 72.608627 0.853944 
338.209442 99.617050 0.881233 
345.533722 125.294220 0.875442 
308.848877 133.881088 0.822580 
295.314117 133.883621 0.766899 
287.967682 180.296753 0.902618 
279.404266 218.273697 0.898560 
327.133362 133.874298 0.817374 
329.641968 179.084564 0.829076 
336.913422 215.824356 0.869220 
299.063141 40.887123 0.906978 
308.847717 39.658058 0.882609 
296.549957 44.548798 0.656954 
318.621429 43.372162 0.950531 
340.634125 225.629669 0.784085 
346.747406 221.940292 0.904182 
333.269562 219.537537 0.786964 
270.867157 228.031693 0.789327 
267.222504 221.944992 0.853946 
281.868011 220.747147 0.799409 


Body keypoints: Array<T>::toString():
328.335724 43.362362 0.960744 
328.372498 71.465477 0.937404 
306.359741 70.250946 0.855160 
297.745911 99.574898 0.874103 
289.184143 124.115250 0.895356 
352.824097 72.623810 0.853486 
358.996490 100.776985 0.867305 
368.757233 126.513908 0.845285 
327.210571 135.064743 0.823784 
311.284302 133.883499 0.747656 
317.338989 180.310165 0.880773 
318.629089 214.604080 0.861264 
343.060791 135.089066 0.758022 
339.399445 179.137650 0.840003 
336.954712 215.843887 0.884508 
323.507812 39.652626 0.846280 
334.480713 39.666798 0.842207 
317.395508 43.351460 0.822431 
341.834381 43.372517 0.898948 
344.263123 225.619293 0.826324 
346.737335 221.960190 0.884448 
333.276062 219.521820 0.799751 
317.342407 225.611282 0.803403 
310.068329 221.981064 0.813637 
322.277405 219.449417 0.758972 


Body keypoints: Array<T>::toString():
336.878601 44.504929 0.954777 
336.952454 71.470345 0.946056 
314.894135 71.439812 0.839388 
306.332489 100.799637 0.865617 
297.814240 125.303055 0.885801 
358.990631 71.475990 0.870576 
367.494202 99.601608 0.890690 
376.060242 125.274574 0.882986 
336.983154 135.063004 0.836541 
319.854462 135.098969 0.761742 
318.576233 181.552094 0.912468 
319.812714 218.238144 0.860045 
352.862823 133.840927 0.775078 
365.105347 174.250473 0.849674 
373.668793 213.369720 0.844077 
329.601410 42.051056 0.893132 
339.397003 40.851673 0.865669 
325.936340 44.505138 0.800408 
348.013794 43.368382 0.935196 
385.902191 225.588379 0.854566 
387.134491 220.714523 0.930660 
368.751862 219.485184 0.870175 
317.319092 228.021805 0.785631 
310.021973 224.382431 0.797105 
325.898834 219.532944 0.797997 


Body keypoints: Array<T>::toString():
376.028503 44.534363 0.958818 
373.645721 72.612892 0.884539 
349.192719 71.423508 0.854065 
339.400787 99.571594 0.845204 
336.953735 126.537956 0.875236 
395.673981 72.639854 0.921835 
400.580719 100.844589 0.868712 
407.900024 126.538338 0.845966 
372.411255 133.850296 0.796977 
356.554291 133.836792 0.845212 
351.616180 176.660370 0.809390 
338.122528 214.595062 0.876551 
387.079346 133.890564 0.840082 
387.112915 179.077469 0.849104 
385.874237 214.614960 0.896841 
368.746582 42.061211 0.899452 
378.575867 40.892895 0.872830 
365.034180 44.520061 0.844019 
387.153076 44.532940 0.924817 
396.944946 226.807739 0.859279 
398.144012 220.767700 0.895018 
379.772797 219.511978 0.852191 
336.929474 225.608307 0.799538 
328.421600 221.928970 0.853149 
338.136993 218.278320 0.732316 


Body keypoints: Array<T>::toString():
385.861206 44.531513 0.966229 
384.620819 71.467255 0.886035 
360.173523 71.408051 0.837834 
350.393494 98.390976 0.831738 
346.732452 126.497269 0.898900 
405.475464 71.473152 0.912999 
413.971863 100.804871 0.855657 
423.827118 125.285194 0.864983 
384.676605 133.857590 0.824801 
367.588348 133.867874 0.805186 
373.639648 179.107483 0.840384 
372.424316 218.223572 0.811058 
396.936371 133.874283 0.826640 
396.882202 177.873108 0.860905 
387.139191 212.188446 0.890793 
378.586121 42.053688 0.880246 
389.552765 40.894505 0.861785 
374.855530 44.514324 0.872024 
396.962494 44.525776 0.937172 
398.111145 224.391113 0.848629 
400.556824 220.744949 0.875642 
384.642334 218.229874 0.728706 
379.793976 228.015503 0.816271 
374.860168 228.027802 0.811076 
369.974731 219.547974 0.837982 


Body keypoints: Array<T>::toString():
396.879150 44.534180 0.970264 
396.930328 72.627686 0.945710 
376.115417 71.455605 0.897060 
366.274506 100.798080 0.894670 
357.730377 127.750999 0.883537 
418.934906 72.652939 0.876831 
425.040161 101.987221 0.895514 
433.571869 128.938278 0.847091 
396.942017 135.058197 0.810117 
383.442841 135.061874 0.756027 
377.270691 181.520294 0.900792 
373.613647 215.844589 0.810567 
415.196320 133.882919 0.802851 
423.825684 174.255966 0.832161 
434.764587 213.380142 0.867537 
393.228729 42.091541 0.881008 
404.184509 42.068394 0.882199 
387.070862 44.582703 0.646508 
413.970520 44.563313 0.895131 
445.796783 225.606720 0.834836 
445.897766 220.727737 0.898880 
428.730621 219.477142 0.809170 
380.984192 228.032547 0.858065 
374.838928 228.035553 0.828208 
368.793213 219.481552 0.797957 


Body keypoints: Array<T>::toString():
425.026825 44.512486 0.965846 
424.995422 71.461777 0.936118 
402.992920 70.218513 0.830321 
394.415619 97.158279 0.847853 
387.173828 124.107399 0.886607 
445.832275 72.622421 0.908041 
453.119659 100.773849 0.844005 
458.080261 125.272377 0.838221 
420.148224 135.066345 0.781290 
405.474396 133.862946 0.827019 
395.688873 176.692062 0.846509 
384.616791 215.827530 0.827230 
436.011627 136.301392 0.825792 
436.033112 179.111679 0.875832 
434.868011 213.368027 0.914602 
418.907654 42.051140 0.873769 
428.729431 40.870060 0.851981 
415.186279 44.547871 0.869815 
437.290894 44.524876 0.919921 
445.834198 225.601944 0.839225 
447.072754 220.744141 0.883754 
431.136871 218.288177 0.816487 
382.219727 226.812714 0.803969 
376.072693 221.957336 0.869075 
383.452393 219.499420 0.730295 


Body keypoints: Array<T>::toString():
426.266174 44.508644 0.947147 
423.811676 72.631271 0.917812 
398.161377 70.205170 0.832922 
387.076843 97.141930 0.899553 
376.084381 122.903931 0.920699 
445.815979 73.877754 0.935902 
455.592560 102.010719 0.905096 
466.638123 126.506874 0.833380 
415.217621 132.685898 0.837828 
398.091888 132.595810 0.821014 
385.907990 174.254318 0.869505 
376.102966 214.596069 0.870617 
428.703186 135.091293 0.769316 
433.609528 179.088501 0.835218 
434.846039 214.583115 0.889634 
423.799225 40.839245 0.868809 
434.759552 42.084900 0.911699 
415.288361 43.363792 0.845316 
442.166962 45.813972 0.852572 
445.817230 226.846970 0.845696 
447.056183 220.782791 0.860518 
431.142944 219.456528 0.811834 
366.315186 224.375443 0.785930 
361.400970 220.672195 0.854563 
377.358917 219.519684 0.835684 


Body keypoints: Array<T>::toString():
401.799591 44.490273 0.914515 
398.126953 72.645523 0.920572 
376.146484 70.207832 0.880566 
366.310699 99.608269 0.889819 
355.297363 126.534996 0.845946 
422.597748 73.859680 0.903744 
429.925751 103.250320 0.878828 
437.245056 131.435257 0.909001 
389.568390 133.864639 0.791748 
376.077667 132.643005 0.833750 
371.190216 179.106415 0.826093 
373.635620 217.043198 0.824447 
406.640533 135.103470 0.808905 
416.523102 176.672791 0.838633 
431.169159 213.396790 0.826114 
396.959991 39.661137 0.888264 
406.717926 42.077602 0.908259 
394.404755 43.338676 0.560509 
416.424713 45.775883 0.900183 
444.644623 226.809113 0.865067 
445.859314 220.740967 0.927200 
427.459137 219.463165 0.840950 
357.751129 225.598526 0.804057 
356.567474 220.744186 0.864845 
377.269165 220.678970 0.889197 


Body keypoints: Array<T>::toString():
377.340210 44.509521 0.964144 
379.794830 71.469276 0.877026 
357.728485 71.426231 0.896747 
347.965057 98.360184 0.895512 
336.988739 125.287476 0.905309 
405.425232 71.454941 0.889652 
412.783203 99.604561 0.847039 
417.682007 126.509949 0.853564 
377.381134 135.098267 0.801998 
365.052826 133.873642 0.769328 
366.340088 176.654556 0.822951 
371.188477 212.183762 0.817013 
395.615021 137.527679 0.792352 
388.351685 179.124466 0.821203 
387.091217 214.594467 0.870998 
376.071106 40.862846 0.912573 
385.813019 42.091812 0.906868 
368.781006 43.346981 0.303811 
395.598785 44.601856 0.920130 
384.632111 226.810577 0.827795 
388.326508 225.608734 0.820613 
387.056152 219.432327 0.722053 
358.998444 224.372635 0.737579 
357.760071 220.719864 0.834689 
376.068512 218.253922 0.819158 


Body keypoints: Array<T>::toString():
319.861847 44.605560 0.896655 
327.119659 71.440979 0.931595 
302.667389 69.032013 0.816296 
290.483337 95.923096 0.874339 
279.512970 122.853149 0.935278 
348.021027 71.451736 0.873507 
357.722137 99.604271 0.886076 
365.070526 124.096832 0.869039 
327.120331 133.881134 0.841471 
310.017303 133.870514 0.804850 
310.035767 180.292542 0.887951 
314.939850 218.280045 0.877657 
340.600159 135.065628 0.779708 
338.211426 179.130646 0.874323 
338.239929 214.617462 0.832297 
318.560944 42.090221 0.934338 
327.200562 43.283348 0.962718 
0.000000 0.000000 0.000000 
338.214294 44.588455 0.922159 
336.986115 226.855865 0.869598 
344.300171 225.622498 0.809836 
338.154114 219.504150 0.692695 
306.339142 228.045258 0.824021 
301.455353 223.192215 0.808298 
318.546875 220.736771 0.895986 


Body keypoints: Array<T>::toString():
318.662872 45.811020 0.884478 
327.185211 72.621574 0.965163 
305.113800 67.779648 0.821938 
292.879211 94.733650 0.861353 
279.451355 122.813782 0.944280 
349.226044 73.872719 0.888585 
357.711456 103.226334 0.929394 
366.237701 131.379227 0.897149 
317.391113 135.061874 0.813187 
300.267609 132.669464 0.790386 
298.985779 179.080124 0.873202 
303.921875 214.607529 0.822017 
333.265289 137.514496 0.741246 
332.070587 180.304276 0.819206 
334.481445 215.800720 0.814124 
318.559906 43.303459 0.927437 
327.111328 43.328423 0.952211 
0.000000 0.000000 0.000000 
339.395233 44.590027 0.914862 
332.043854 226.846344 0.796709 
338.180481 225.612732 0.831923 
330.823639 219.504608 0.706142 
306.313354 226.822876 0.785427 
298.970032 224.377655 0.819752 
307.571472 219.454315 0.775456 


Body keypoints: Array<T>::toString():
314.904999 44.569382 0.909366 
317.375183 72.634735 0.963938 
292.917480 67.775871 0.809381 
280.683014 94.745468 0.884628 
269.711914 122.880768 0.921274 
339.388580 73.908318 0.905689 
347.929138 102.071327 0.924269 
356.500183 126.506256 0.863779 
308.801849 133.854782 0.836941 
292.903076 132.625870 0.788122 
279.459686 175.436569 0.853782 
269.723541 212.164230 0.853619 
325.945587 135.096054 0.787030 
328.389252 180.292618 0.874151 
334.479340 215.839188 0.822355 
311.272217 42.071434 0.866143 
319.793762 43.282909 0.922706 
0.000000 0.000000 0.000000 
333.282135 46.980995 0.828570 
330.837463 228.015976 0.819790 
338.162872 225.633560 0.859484 
332.072754 219.509995 0.694812 
264.743561 221.943237 0.769219 
258.669128 219.499420 0.879625 
274.540314 218.263092 0.762297 


Body keypoints: Array<T>::toString():
291.704865 44.529907 0.914193 
297.796570 72.657845 0.961576 
274.530151 69.008827 0.803788 
263.535614 97.166382 0.825984 
252.546509 124.062828 0.866973 
319.799561 73.916786 0.905814 
329.613708 102.030235 0.912988 
338.160278 122.892563 0.924057 
289.303711 135.069748 0.806487 
276.958710 133.845062 0.783965 
268.447571 179.135788 0.900617 
264.744995 218.226395 0.803754 
307.577393 136.296707 0.804243 
318.553833 179.077972 0.857398 
330.815613 212.174332 0.837875 
291.683807 42.043003 0.799381 
299.011383 43.268574 0.939965 
0.000000 0.000000 0.000000 
313.674652 48.228340 0.809133 
329.628906 228.031784 0.825078 
338.128601 224.411118 0.860601 
330.849152 217.039688 0.691807 
256.191833 228.029099 0.761672 
250.120758 221.968918 0.818657 
268.392090 220.709106 0.819387 


Body keypoints: Array<T>::toString():
268.425537 43.354988 0.956205 
278.170502 71.444305 0.913895 
252.510773 67.788773 0.826832 
240.344147 94.685257 0.923702 
229.309937 122.834045 0.950917 
299.061310 72.622673 0.886471 
307.611603 100.838226 0.912441 
314.893951 127.713524 0.807076 
278.156586 133.851074 0.836105 
259.907654 133.841309 0.823956 
259.914215 180.275909 0.901645 
262.326904 217.025436 0.819347 
290.498444 133.871170 0.786803 
291.680359 177.899384 0.811593 
296.589905 213.368881 0.856170 
268.401581 40.845089 0.730580 
273.320099 40.884853 0.853012 
0.000000 0.000000 0.000000 
288.036621 44.565666 0.941401 
298.988129 224.390472 0.831125 
305.115143 221.917999 0.821877 
294.122894 219.428345 0.674764 
256.177094 228.011414 0.795310 
250.122803 221.965210 0.835657 
268.375000 219.513916 0.832442 


Body keypoints: Array<T>::toString():
286.733612 44.548504 0.921669 
287.979797 72.609177 0.948595 
263.551575 66.577621 0.817624 
251.302505 97.136688 0.862512 
243.970154 122.912048 0.863038 
308.842651 73.870338 0.925262 
316.165100 102.054047 0.898884 
322.247681 130.206711 0.857501 
279.452301 133.874451 0.825107 
264.758179 132.664612 0.777461 
262.343018 179.078629 0.818839 
263.516602 215.801926 0.821373 
296.585449 136.282501 0.789047 
291.699982 179.106232 0.821872 
288.013916 215.812744 0.883098 
280.690155 42.059654 0.895816 
290.451294 42.089870 0.895821 
276.981354 44.567902 0.094057 
302.707184 44.609703 0.854720 
297.739655 226.830307 0.874796 
299.001373 221.966446 0.884354 
281.911346 219.512421 0.843666 
257.411835 226.838638 0.783952 
251.294983 221.943649 0.801365 
267.223846 219.490646 0.874421 


Body keypoints: Array<T>::toString():
297.742828 44.518879 0.949353 
292.904449 72.632629 0.882567 
269.639313 70.236252 0.875385 
258.671570 99.571632 0.895160 
248.810043 125.306801 0.873537 
317.374115 72.691864 0.938411 
324.691528 102.099419 0.889971 
328.452301 131.373337 0.908005 
290.462616 138.728836 0.793651 
277.016357 137.532852 0.767288 
279.507324 181.566284 0.859225 
284.339233 220.774597 0.811498 
307.555511 139.938049 0.825035 
300.225464 180.388763 0.832818 
291.688568 217.034622 0.792513 
290.493347 40.847088 0.867054 
301.477142 42.057983 0.866669 
285.561127 43.345280 0.850428 
308.847351 44.565483 0.930405 
299.080811 228.013000 0.771480 
302.702393 223.165436 0.727052 
289.198944 219.516632 0.507220 
291.692749 229.324646 0.726340 
286.793610 230.482147 0.731530 
281.908264 228.039215 0.725154 


Body keypoints: Array<T>::toString():
305.115967 44.570583 0.909279 
298.963837 71.461411 0.933116 
275.769409 72.612831 0.847363 
268.419037 102.057838 0.934582 
259.932495 131.441055 0.927133 
321.022186 71.416809 0.847552 
328.412018 99.568810 0.893032 
339.388062 125.314438 0.864658 
301.449493 138.731369 0.773892 
287.939606 139.956360 0.773641 
287.928467 181.624268 0.842205 
285.551025 220.668198 0.838950 
318.554657 136.313705 0.806897 
330.810638 174.206955 0.830125 
325.914734 210.916092 0.912407 
297.849457 42.075783 0.940867 
307.632355 42.098515 0.937276 
287.969940 43.344673 0.925179 
312.494507 43.333172 0.189715 
336.960999 226.800629 0.832024 
338.176910 220.761017 0.880677 
318.592255 212.170761 0.820520 
294.113251 230.495224 0.852763 
286.753571 230.509567 0.832572 
283.101532 221.951782 0.767173 


Body keypoints: Array<T>::toString():
346.663116 44.487732 0.946415 
335.671692 72.675926 0.910063 
310.033295 72.683998 0.875842 
299.087097 103.236832 0.914582 
290.493530 132.673889 0.880380 
356.562408 72.669037 0.929419 
366.232025 102.059853 0.914457 
373.669128 131.374435 0.881416 
338.113098 138.734085 0.824071 
321.072174 139.936905 0.747322 
312.492889 181.586884 0.816592 
292.877716 220.674423 0.847837 
354.050537 136.318802 0.751356 
357.805023 181.534744 0.881578 
363.848663 220.691635 0.875057 
338.200928 40.878498 0.914458 
346.783356 40.845383 0.886191 
327.100769 44.507248 0.927546 
0.000000 0.000000 0.000000 
377.277985 230.507034 0.889296 
377.377106 229.210678 0.891819 
357.748505 225.601715 0.810567 
291.660553 231.767548 0.838107 
286.759766 230.466064 0.880727 
290.488464 221.948273 0.723474 


Body keypoints: Array<T>::toString():
377.354950 43.357712 0.960551 
358.978943 72.628769 0.915163 
336.950775 68.994736 0.862470 
327.120667 98.397255 0.882330 
317.415955 127.730850 0.879444 
384.661072 72.739098 0.919954 
391.985138 102.097290 0.893251 
403.027283 131.434250 0.867051 
356.451965 139.928085 0.796773 
338.196625 137.540817 0.780913 
347.905518 182.772507 0.890733 
350.433533 224.401993 0.780034 
368.747955 139.981934 0.794789 
367.498779 181.628693 0.853780 
365.071106 220.669861 0.876955 
373.654144 37.226143 0.850096 
380.967773 40.866089 0.771166 
356.542419 43.270084 0.929897 
0.000000 0.000000 0.000000 
376.066162 230.473373 0.914379 
377.294586 228.063339 0.932490 
359.011017 223.178314 0.640188 
357.801727 235.386505 0.722484 
350.415802 235.417450 0.706145 
351.600769 229.311523 0.726080 


Body keypoints: Array<T>::toString():
395.687195 43.306709 0.960753 
379.760010 72.660980 0.898551 
356.540802 72.736183 0.908396 
347.994415 103.295029 0.904091 
346.690002 132.633377 0.946148 
405.453064 71.459694 0.904624 
414.043671 102.021378 0.901522 
425.046539 131.387482 0.935180 
384.675781 142.376541 0.853741 
366.353607 142.408554 0.832043 
361.406616 187.691299 0.782372 
357.750061 225.632385 0.851774 
400.570557 141.207626 0.788991 
416.471008 182.780655 0.870082 
427.524445 221.973007 0.850237 
388.357880 38.433636 0.860120 
395.678986 37.238617 0.612408 
374.884888 43.319168 0.934038 
0.000000 0.000000 0.000000 
444.543030 236.602798 0.827887 
445.803528 230.533630 0.897171 
425.074829 229.231598 0.881081 
363.830444 237.839294 0.841913 
355.317535 236.613220 0.832064 
357.772064 229.274872 0.712211 


Body keypoints: Array<T>::toString():
418.936127 43.355705 0.919764 
405.398590 72.677200 0.942398 
379.748962 72.735817 0.866893 
369.998962 103.276482 0.878950 
361.437469 132.578720 0.893369 
426.287933 72.622101 0.913395 
436.016510 102.004814 0.919094 
445.796661 131.354538 0.925873 
406.661621 141.202972 0.859028 
389.570526 141.213440 0.782981 
377.345886 182.804642 0.860619 
363.860016 226.831039 0.827726 
423.826050 141.191772 0.815135 
428.706207 182.818817 0.813015 
434.772400 224.374008 0.862362 
415.222565 40.851116 0.896336 
420.132538 39.668407 0.497813 
398.119629 43.347252 0.930627 
0.000000 0.000000 0.000000 
444.650757 236.621979 0.861991 
445.884796 230.570892 0.884077 
428.691223 229.301620 0.814264 
362.623810 237.860748 0.825835 
356.454681 234.176865 0.822183 
363.860565 230.466431 0.734929 


Body keypoints: Array<T>::toString():
434.869019 43.278812 0.951064 
417.682159 72.619095 0.913301 
395.635620 71.464355 0.879189 
385.878021 102.041382 0.934642 
377.275085 130.193054 0.922793 
443.390533 72.629364 0.906108 
451.948273 102.002960 0.877951 
464.152710 130.200775 0.890637 
416.480255 139.954330 0.834802 
400.567596 139.936951 0.753964 
396.840790 182.793488 0.901700 
385.855011 224.375565 0.860828 
434.770813 139.980301 0.811062 
434.841125 186.451096 0.853345 
434.768097 223.164597 0.862393 
428.717102 37.191929 0.854276 
436.011139 37.202595 0.703725 
415.217072 43.263882 0.942278 
0.000000 0.000000 0.000000 
444.611725 236.604568 0.846846 
445.838440 230.573273 0.889471 
427.500610 229.241577 0.833690 
384.630188 236.626511 0.815787 
377.263580 231.761078 0.871679 
385.883545 229.236008 0.740702 


Body keypoints: Array<T>::toString():
443.370789 43.370716 0.936474 
423.775238 71.479149 0.890028 
396.918518 71.430908 0.866762 
387.080505 102.016220 0.926025 
377.300751 131.382034 0.930359 
445.825684 72.636475 0.919417 
455.574432 100.839149 0.906467 
466.642029 130.171997 0.875570 
417.689728 141.170853 0.820144 
401.804199 141.143661 0.763603 
396.852386 184.028473 0.868895 
385.840942 226.834488 0.869106 
435.986877 141.204651 0.849762 
436.050018 186.471497 0.849371 
434.792145 223.192581 0.878244 
436.084442 39.653347 0.897309 
444.552368 40.845047 0.596358 
421.339142 43.256657 0.879669 
0.000000 0.000000 0.000000 
444.648651 236.638550 0.861199 
445.864777 231.727646 0.874009 
427.498749 229.255447 0.842979 
384.659851 239.013947 0.845273 
377.267639 234.200134 0.857940 
385.864136 230.470978 0.745371 


Body keypoints: Array<T>::toString():
436.051361 43.368633 0.961173 
415.298096 72.630379 0.952768 
393.197327 71.454727 0.835202 
379.795685 102.034752 0.890816 
368.747009 130.195526 0.893595 
439.718170 72.670685 0.888493 
447.066772 102.059044 0.929370 
456.851227 131.371185 0.924638 
413.981476 141.175018 0.829033 
395.718231 139.981201 0.835563 
383.446686 182.785751 0.816631 
366.355621 228.015808 0.860065 
427.495453 141.225861 0.812856 
434.755615 186.468506 0.824279 
434.776764 224.387833 0.853414 
432.338501 40.859253 0.839934 
436.035370 40.855240 0.344336 
415.234161 43.347313 0.968201 
0.000000 0.000000 0.000000 
445.784821 236.628296 0.849966 
445.875061 231.704102 0.862958 
428.681458 229.273758 0.821787 
366.271729 237.839828 0.792871 
357.745758 232.973984 0.804161 
367.501770 230.486984 0.699463 


Body keypoints: Array<T>::toString():
418.913055 44.560097 0.898857 
396.943146 72.710190 0.946318 
374.870422 72.637009 0.869606 
363.875885 103.213600 0.903943 
355.252228 131.384537 0.899591 
423.822296 73.850838 0.924347 
431.144135 103.266273 0.883969 
440.934113 132.635330 0.871562 
