Body keypoints: Array<T>::toString():
348.444031 241.163330 0.905202 
445.102600 238.459946 0.355955 
507.936066 923.778015 0.312417 
520.995178 910.662598 0.375960 
473.889893 871.499023 0.585378 
160.053162 955.213013 0.249755 
149.609268 931.738098 0.243566 
196.630310 908.099915 0.506220 


Body keypoints: Array<T>::toString():
411.135437 241.071823 0.925587 
392.897705 345.647003 0.851529 
309.105560 343.198517 0.810280 
259.524414 463.459442 0.880235 
201.982422 492.142242 0.895562 
484.373291 345.717194 0.815152 
513.119690 447.811707 0.812987 
531.383606 494.870972 0.845529 
387.597565 555.020203 0.716910 
330.040466 554.979492 0.663463 
262.021545 709.326721 0.702225 
193.960358 889.832458 0.716919 
447.758148 555.067383 0.665805 
471.255951 693.583191 0.624371 
489.470642 855.820679 0.703342 
387.710236 220.321854 0.913412 
426.865601 220.257401 0.958535 
348.447021 241.111069 0.912665 
445.113434 238.463928 0.352004 
471.372742 889.844116 0.285720 
520.982361 910.687500 0.373969 
473.938995 871.461792 0.548353 
160.078568 955.214355 0.237864 
149.600159 931.738220 0.228678 
196.623459 908.067261 0.504526 


Body keypoints: Array<T>::toString():
411.120117 241.074219 0.924199 
392.853180 343.216431 0.855704 
309.112946 343.155823 0.807307 
259.526794 463.461365 0.880728 
201.962021 492.139069 0.900582 
484.329712 345.665253 0.815740 
513.120544 447.770111 0.825596 
531.363708 494.847626 0.847549 
387.581635 552.452881 0.718618 
330.064087 552.438232 0.651469 
262.044800 714.542236 0.684263 
193.980194 889.877625 0.713553 
447.713470 554.941101 0.670005 
471.252563 691.023560 0.620264 
489.612274 855.787292 0.698261 
387.677612 220.344009 0.909803 
426.828217 220.250900 0.956078 
348.414337 241.176132 0.916218 
445.084503 238.387741 0.331334 
513.145630 926.354980 0.299405 
528.788879 910.704651 0.350502 
473.929962 868.939087 0.570704 
160.048218 955.210327 0.233187 
152.161453 931.707947 0.228111 
194.075958 908.096313 0.496132 


Body keypoints: Array<T>::toString():
408.634033 238.618134 0.924731 
395.443268 343.096680 0.836700 
309.196442 343.005890 0.784537 
259.468048 463.387421 0.871114 
204.465988 492.209717 0.886537 
484.414154 343.228363 0.824931 
513.101990 447.749847 0.831037 
531.432922 494.845490 0.850313 
387.556458 554.917053 0.718235 
330.023407 554.985840 0.664085 
272.535675 717.126343 0.692534 
194.090210 889.780273 0.748485 
447.652374 552.374756 0.681056 
468.708221 646.555420 0.510734 
500.116547 853.205139 0.654807 
387.515350 220.290268 0.906680 
426.728729 220.109528 0.948947 
348.385986 241.136948 0.929945 
445.089081 233.311920 0.406180 
510.607391 913.316284 0.448127 
528.881226 908.033752 0.487752 
489.535187 868.856934 0.512054 
157.419037 955.198364 0.269899 
149.565002 931.634216 0.278352 
196.655106 908.068481 0.543960 


Body keypoints: Array<T>::toString():
405.795074 238.513596 0.916873 
392.837677 343.040894 0.839863 
306.537323 343.029510 0.799234 
259.420044 463.473236 0.872916 
204.487061 492.236450 0.881317 
484.366943 343.131012 0.807920 
513.160461 450.411041 0.776844 
531.533447 494.826447 0.828719 
387.529388 552.413208 0.731439 
332.625977 552.362671 0.633822 
264.742981 714.498291 0.646877 
194.016983 889.776245 0.721693 
445.139648 552.414673 0.689308 
489.613281 641.301025 0.516834 
513.169556 866.244690 0.668139 
379.784180 220.157471 0.893794 
416.388397 217.595963 0.897284 
345.775604 241.039062 0.964354 
437.292969 233.254333 0.617009 
534.096252 926.390259 0.361647 
549.781921 910.781921 0.411621 
500.068634 879.309204 0.443920 
160.038986 955.197571 0.277204 
149.591339 931.625916 0.299375 
196.661026 908.040344 0.498097 


Body keypoints: Array<T>::toString():
398.056580 228.039795 0.822728 
390.232391 337.863281 0.826079 
303.836761 332.714600 0.802159 
256.860229 460.794281 0.835128 
201.979568 497.509766 0.832332 
484.393036 340.441223 0.773858 
513.154236 450.402863 0.840529 
534.072449 500.054779 0.846642 
385.078217 554.950073 0.727882 
327.471985 554.997437 0.658770 
262.005859 711.954285 0.708763 
196.701981 889.887451 0.768315 
445.175873 552.420654 0.688229 
507.861755 623.025940 0.649932 
534.048096 855.773193 0.651505 
369.353668 212.347672 0.843611 
411.198822 204.564850 0.879932 
343.058411 235.797272 0.909400 
434.676086 220.221863 0.785601 
534.141602 910.677856 0.467345 
557.603333 908.038025 0.481201 
520.962036 868.946411 0.502407 
157.432785 955.213745 0.264378 
149.566422 931.687500 0.272069 
201.909912 908.056274 0.504257 


Body keypoints: Array<T>::toString():
395.498016 220.209305 0.872611 
387.609406 335.289490 0.853399 
298.656860 335.279144 0.774068 
251.589005 463.405151 0.796458 
201.861008 510.635834 0.882560 
484.340759 332.681305 0.757969 
510.639587 447.799286 0.877248 
536.697571 500.079712 0.830653 
387.590912 554.927490 0.731003 
332.715973 555.004578 0.643393 
301.342743 722.434204 0.726757 
204.527954 892.432190 0.696042 
447.672546 552.345093 0.697255 
497.453796 617.862122 0.699120 
494.833862 881.900208 0.630583 
369.293274 201.901306 0.889095 
411.141144 199.241669 0.940804 
340.461182 225.472778 0.867820 
434.674194 217.707626 0.766982 
468.728882 918.526489 0.223258 
497.427856 923.784607 0.238164 
487.017456 892.420166 0.325756 
173.099686 955.195251 0.246763 
157.496429 931.545837 0.279469 
214.914230 908.152527 0.513381 


Body keypoints: Array<T>::toString():
384.945831 280.467743 0.894536 
369.352081 361.409912 0.830770 
275.124268 364.010071 0.779540 
238.585403 450.464355 0.901446 
196.706940 513.192871 0.915923 
471.390625 358.828918 0.759727 
510.558136 437.297424 0.792385 
533.957642 507.874420 0.892931 
384.850006 557.585754 0.719760 
324.822632 555.066833 0.691578 
296.082275 641.308044 0.528614 
309.181885 887.090942 0.710281 
439.948792 555.026794 0.691914 
489.620392 636.142395 0.715543 
466.002228 874.060120 0.682083 
356.170380 259.518585 0.845646 
403.256500 256.738678 0.864996 
322.168091 267.261353 0.898953 
426.817078 259.412781 0.784696 
432.115417 892.393738 0.450501 
450.390900 902.886963 0.428665 
450.437225 892.375427 0.458002 
288.197479 936.856079 0.419247 
280.282074 931.532898 0.464335 
327.505585 892.458130 0.656196 


Body keypoints: Array<T>::toString():
385.066986 262.185699 0.900205 
369.364166 353.630951 0.811083 
275.107697 356.183411 0.749597 
238.424210 450.296967 0.906856 
196.710144 510.634491 0.908664 
471.398926 356.184357 0.770518 
513.127258 442.516907 0.842665 
531.390381 510.474152 0.916500 
377.160614 557.580994 0.700353 
322.195953 557.577576 0.683551 
295.995758 701.418640 0.534610 
327.416229 889.867798 0.765465 
434.648712 555.081238 0.663561 
432.126434 709.298218 0.404103 
426.741211 889.721436 0.716359 
361.469910 241.161942 0.898333 
405.866913 241.090286 0.923523 
322.330200 259.428741 0.941074 
426.941803 259.393219 0.817908 
408.581940 929.025452 0.464412 
429.523834 929.000305 0.459049 
408.534271 905.438782 0.551812 
303.952942 955.205750 0.365673 
293.458435 931.778259 0.393044 
348.393127 902.888794 0.724508 


Body keypoints: Array<T>::toString():
390.214233 262.195312 0.875899 
374.480865 350.951508 0.803179 
277.715576 351.039215 0.760007 
238.386551 447.632538 0.888367 
196.750000 510.581726 0.905097 
471.422211 351.026764 0.770893 
513.050903 437.283936 0.850507 
531.464172 507.879608 0.892451 
379.796112 555.054077 0.712139 
324.722504 555.035522 0.698134 
301.246918 696.221436 0.571058 
324.890869 892.400818 0.767841 
434.714569 555.029846 0.665829 
432.089355 730.210876 0.486865 
426.704407 887.244934 0.723425 
364.135162 241.123352 0.916541 
408.572296 241.034821 0.944083 
324.787018 259.310913 0.926996 
429.487091 256.812256 0.593430 
400.702332 926.414917 0.592751 
421.561707 928.889038 0.583166 
413.794037 902.822021 0.485405 
306.508301 955.205627 0.337147 
296.019348 934.212219 0.370953 
345.843109 905.490173 0.704568 


Body keypoints: Array<T>::toString():
387.531708 285.572449 0.888077 
369.314209 358.835510 0.820376 
275.123627 358.828888 0.757863 
238.469864 442.491333 0.861511 
196.616074 507.870056 0.880702 
471.338806 361.457428 0.774677 
510.470520 434.721741 0.819903 
526.206787 497.447662 0.828833 
379.730988 554.936523 0.723441 
322.275024 554.956116 0.708475 
298.582703 680.554565 0.549975 
324.826141 892.452698 0.765026 
434.659119 552.414673 0.670827 
432.140808 704.070984 0.462062 
426.798431 889.840942 0.696671 
364.002747 262.114624 0.892415 
405.992737 262.011627 0.920911 
324.803619 267.260681 0.879809 
429.564728 262.145386 0.765266 
411.111115 931.564514 0.337667 
432.038300 931.532288 0.338359 
408.609985 908.066833 0.555206 
303.870758 955.206482 0.333626 
290.815460 934.222107 0.365480 
345.754333 908.025024 0.710468 


Body keypoints: Array<T>::toString():
405.959198 285.571381 0.886636 
366.638672 353.559692 0.859015 
269.904816 353.616486 0.739630 
233.224472 429.546875 0.846166 
194.081329 500.063049 0.839259 
463.437775 353.627289 0.733951 
492.360199 429.511139 0.847193 
515.777466 492.293640 0.889428 
371.942078 547.095642 0.699154 
319.597809 544.539978 0.664730 
293.401123 672.712891 0.512966 
322.302734 892.466858 0.760629 
429.553986 544.548462 0.685701 
434.635284 667.445801 0.463084 
426.683502 889.777771 0.654139 
384.869110 262.136414 0.868692 
421.625122 261.992371 0.879653 
324.955231 262.149445 0.919335 
0.000000 0.000000 0.000000 
405.901215 929.047058 0.462378 
426.807312 929.018555 0.440203 
408.621490 908.032410 0.466560 
301.285339 955.211426 0.335812 
285.627655 934.234497 0.370403 
343.228333 908.035583 0.696902 


Body keypoints: Array<T>::toString():
450.386322 290.779480 0.889134 
358.859619 345.731506 0.850797 
261.966492 345.761414 0.801873 
214.974716 413.762604 0.839121 
191.394989 497.442200 0.829377 
452.942383 343.213379 0.833791 
481.781982 424.139069 0.760578 
505.231537 489.488068 0.859048 
371.888550 549.720642 0.708666 
322.090240 549.781189 0.695145 
280.412964 657.046509 0.616181 
322.182281 892.372437 0.754049 
426.929565 544.553894 0.689174 
424.248230 683.138550 0.548738 
426.780121 889.809326 0.696904 
439.879364 280.310913 0.867044 
0.000000 0.000000 0.000000 
374.562866 280.363892 0.880606 
0.000000 0.000000 0.000000 
416.374146 928.997925 0.361513 
434.681702 926.436707 0.343468 
408.627411 908.054871 0.503596 
298.633301 955.204407 0.371617 
282.992950 931.803589 0.419104 
343.171875 905.442078 0.746726 


Body keypoints: Array<T>::toString():
466.039032 282.884705 0.845720 
358.838165 332.693085 0.784895 
264.756256 335.324554 0.706012 
180.986511 390.224670 0.842322 
183.548462 500.024078 0.821878 
447.637146 327.510529 0.802720 
447.866852 426.760498 0.880387 
489.583557 474.019196 0.877303 
366.624268 549.688232 0.729145 
309.169250 552.275696 0.671290 
267.333527 657.071167 0.653109 
322.121338 889.769104 0.715021 
424.189850 541.896973 0.668775 
418.967896 662.252563 0.519183 
426.838318 887.175598 0.640420 
460.805847 269.899902 0.752383 
0.000000 0.000000 0.000000 
408.640686 277.735168 0.897284 
0.000000 0.000000 0.000000 
426.837250 929.018188 0.280671 
447.708527 923.789429 0.290346 
408.614258 905.385559 0.450766 
298.669800 955.196289 0.387253 
283.023132 931.764465 0.421146 
343.208069 900.274109 0.726374 


Body keypoints: Array<T>::toString():
471.365662 280.357758 0.645681 
361.478149 327.460571 0.818499 
277.753479 330.032867 0.710044 
175.821518 385.048645 0.904720 
183.597366 502.677887 0.815623 
445.180878 324.827606 0.825110 
447.782898 424.136292 0.855444 
489.668884 473.963715 0.888884 
369.302704 547.164246 0.712054 
319.546478 549.761536 0.670753 
282.903656 670.057190 0.576162 
322.086029 897.588806 0.730268 
426.815491 541.902771 0.693466 
426.888672 685.795593 0.527024 
426.889648 887.223999 0.689649 
468.671295 262.196777 0.725146 
0.000000 0.000000 0.000000 
426.898529 269.862854 0.870156 
0.000000 0.000000 0.000000 
424.141357 928.989258 0.391834 
439.938019 926.354492 0.383235 
411.163971 902.857910 0.468997 
301.259338 955.196594 0.378790 
285.574463 931.812012 0.433973 
343.033569 908.002136 0.730052 


Body keypoints: Array<T>::toString():
471.403229 288.162079 0.750187 
366.752502 327.535156 0.828673 
283.049194 330.048279 0.714652 
181.027817 384.883820 0.861548 
193.977295 497.419647 0.824290 
450.475922 324.956909 0.812246 
453.059875 418.971008 0.800254 
492.198578 476.512726 0.860411 
374.498138 547.139526 0.692356 
322.207947 549.778992 0.692662 
301.392029 696.212646 0.554006 
311.720551 905.415344 0.682365 
429.415863 541.905640 0.701576 
439.934143 657.017090 0.494691 
429.364594 881.889282 0.703972 
471.251282 277.785828 0.830147 
0.000000 0.000000 0.000000 
429.584808 280.197845 0.903394 
0.000000 0.000000 0.000000 
413.797729 926.426636 0.466692 
434.742126 923.768188 0.446415 
413.770630 892.435974 0.493007 
303.876129 936.921021 0.424264 
285.558990 931.813049 0.489911 
330.028473 910.746094 0.659555 

866.129761 238.363663 0.363836 
848.077637 256.737701 0.332044 
845.419250 256.802979 0.372857 
842.709290 288.192047 0.167839 
845.234253 303.971191 0.088779 
860.969482 256.816010 0.269796 
863.564758 282.936890 0.056017 
0.000000 0.000000 0.000000 
848.012817 309.125427 0.272950 
847.884521 311.776001 0.291962 
847.922791 324.790283 0.095988 
0.000000 0.000000 0.000000 
853.144775 306.575897 0.222539 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
863.540771 230.710983 0.338913 
863.614929 235.804962 0.129888 
850.499634 233.326782 0.386828 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 


Body keypoints: Array<T>::toString():
486.963867 298.722931 0.794531 
374.488281 324.967224 0.801566 
290.847717 324.963715 0.708740 
188.817596 379.786865 0.807915 
196.592697 492.249817 0.898544 
458.186737 324.881470 0.794082 
466.035126 408.490845 0.853579 
492.214203 471.325684 0.910076 
374.545868 539.292175 0.681908 
322.249756 541.913147 0.665808 
303.841187 698.844482 0.655714 
306.573364 905.412659 0.681097 
429.453857 536.696411 0.696193 
439.902283 693.634399 0.519199 
429.340668 887.195679 0.745701 
481.720673 282.976807 0.811007 
0.000000 0.000000 0.000000 
432.118896 280.438538 0.908466 
0.000000 0.000000 0.000000 
429.539612 928.995483 0.306684 
450.440887 921.185730 0.322109 
411.174530 902.839539 0.558178 
301.275513 955.177002 0.313146 
285.554352 934.294922 0.363146 
327.417877 910.770142 0.573130 


Body keypoints: Array<T>::toString():
481.766968 296.086975 0.785001 
379.703522 324.965790 0.820524 
288.242981 324.889404 0.734275 
196.608109 382.418091 0.866277 
196.640518 489.665253 0.908236 
465.990509 324.920013 0.823948 
468.691589 413.761688 0.848999 
492.256714 471.273743 0.921549 
374.539581 534.176453 0.704754 
322.177795 536.732483 0.678599 
296.022278 696.226135 0.549130 
303.985321 900.224243 0.715476 
429.489899 534.061035 0.711399 
442.472351 667.484802 0.534553 
429.383423 887.187683 0.721099 
473.981934 280.454926 0.878649 
0.000000 0.000000 0.000000 
429.430725 277.746429 0.916932 
0.000000 0.000000 0.000000 
429.497772 929.079346 0.217969 
460.793121 928.929443 0.239066 
411.133545 905.412659 0.513654 
290.860931 955.189880 0.320163 
280.381042 934.220764 0.370204 
324.863342 910.636353 0.623756 


Body keypoints: Array<T>::toString():
447.666229 246.412476 0.871570 
379.705994 322.303253 0.844518 
288.172302 317.002228 0.734156 
214.871521 405.818970 0.857997 
196.779556 492.323059 0.904763 
468.617035 327.521637 0.815688 
471.266663 426.715698 0.874224 
505.236938 474.003357 0.830998 
374.479462 534.070129 0.699714 
322.140167 534.135498 0.679539 
293.451447 688.385437 0.508298 
303.952606 902.866516 0.709736 
429.474579 531.509338 0.694373 
445.186493 641.311401 0.504597 
429.453217 889.742188 0.688716 
426.891083 222.787048 0.873265 
455.570923 233.275681 0.872916 
369.324005 220.129959 0.909132 
0.000000 0.000000 0.000000 
447.712433 934.284485 0.179727 
466.013336 926.391846 0.204295 
411.135803 905.510925 0.508719 
301.278503 939.496216 0.306021 
0.000000 0.000000 0.000000 
324.808350 910.675720 0.560676 


Body keypoints: Array<T>::toString():
395.396149 235.883667 0.858151 
379.774597 327.491272 0.816236 
285.552032 324.879974 0.802291 
230.683701 408.608276 0.852664 
199.198074 492.173065 0.911338 
471.241425 335.261932 0.783555 
494.842621 421.595337 0.795398 
510.527924 489.488525 0.905122 
374.482056 531.419983 0.684387 
322.182312 531.465759 0.678447 
301.216980 683.176147 0.527966 
306.503540 902.892273 0.691241 
429.466858 528.797302 0.668797 
450.412354 638.659424 0.564726 
429.450073 887.177734 0.715925 
369.276672 215.024063 0.882159 
411.212585 214.977051 0.880976 
340.437103 233.309906 0.842983 
432.156311 228.042587 0.663241 
439.942352 931.670654 0.224080 
460.833862 923.798889 0.242948 
411.122467 905.440491 0.564594 
293.471252 955.187561 0.309887 
280.443878 934.282776 0.378354 
327.409760 910.693115 0.592516 


Body keypoints: Array<T>::toString():
387.488037 241.121689 0.915818 
374.523010 335.262451 0.782732 
280.454529 330.067322 0.793506 
233.334534 424.130096 0.838284 
196.648849 492.192810 0.917178 
471.291229 340.429688 0.773996 
497.512817 429.405212 0.849171 
513.048950 494.900146 0.885982 
379.746338 534.106567 0.704273 
322.240448 536.654541 0.690504 
298.621429 685.801575 0.546458 
306.557190 900.285767 0.685773 
434.714569 531.526733 0.651202 
450.458679 664.847107 0.418469 
429.376160 887.232544 0.722473 
364.031067 220.123123 0.912908 
405.807434 217.657379 0.931075 
324.921356 238.561356 0.915095 
426.838837 230.648270 0.681073 
437.303772 931.672729 0.199742 
460.796783 926.363953 0.217075 
408.602844 905.510315 0.558616 
293.444305 955.185242 0.319394 
280.431458 934.232910 0.394326 
327.421906 910.685059 0.604327 


Body keypoints: Array<T>::toString():
379.787689 238.453369 0.882989 
366.704926 335.302765 0.850057 
277.727753 337.912964 0.771106 
230.656494 432.103729 0.807186 
196.642197 502.717438 0.851167 
463.405243 330.028870 0.761805 
492.338806 429.500763 0.881116 
510.621796 505.265625 0.864054 
377.172028 534.130066 0.700576 
322.209991 536.741638 0.680724 
298.610718 696.224426 0.497271 
306.539490 902.861938 0.697531 
432.109833 531.505432 0.669277 
447.749481 662.258240 0.489760 
429.463226 884.493958 0.666025 
350.943970 217.548981 0.882118 
392.841583 215.024933 0.888921 
319.647522 238.493759 0.919999 
411.237366 228.026199 0.559096 
426.776337 918.545166 0.293887 
447.703094 910.782715 0.313861 
411.211609 900.233154 0.483891 
296.055603 955.181519 0.335464 
282.911743 934.226196 0.415978 
327.415527 910.680908 0.630228 


Body keypoints: Array<T>::toString():
374.491486 233.223984 0.828104 
364.167725 330.039490 0.875313 
275.164276 335.262970 0.756786 
233.221405 445.192688 0.828418 
196.699783 510.499390 0.914666 
453.008575 324.927673 0.799852 
489.725555 429.450958 0.893365 
510.639557 505.259064 0.868495 
371.963104 534.119141 0.693615 
322.076904 536.745972 0.663841 
298.614868 685.775330 0.517534 
306.579712 905.449463 0.677078 
429.524292 531.456482 0.681163 
450.293274 672.680481 0.477327 
429.403687 887.195862 0.712171 
345.862671 214.899734 0.875953 
390.191132 207.157852 0.875572 
316.913910 235.838882 0.854566 
411.155029 220.258652 0.590040 
434.675293 929.063110 0.187488 
453.076996 915.959839 0.198878 
411.123871 905.428223 0.541073 
290.858154 955.189392 0.268151 
280.438263 934.286926 0.320876 
327.452698 910.809326 0.565684 


Body keypoints: Array<T>::toString():
377.116669 220.298798 0.868839 
366.631927 324.908600 0.901744 
280.260864 324.964722 0.811919 
235.816833 442.556763 0.818416 
199.230453 510.500214 0.912507 
453.015778 324.850067 0.809077 
489.623383 429.430267 0.894635 
510.612671 502.679962 0.866036 
374.531494 534.026001 0.693939 
322.131805 534.159973 0.678588 
298.682068 685.799988 0.483758 
306.554962 905.504639 0.676714 
429.564697 531.393433 0.673240 
447.795227 677.964172 0.502074 
426.942932 889.747620 0.727442 
350.944305 202.003357 0.857411 
390.208282 199.435547 0.927520 
319.604004 228.065948 0.858211 
411.167480 220.262970 0.675842 
434.673340 931.607727 0.217449 
455.591064 923.827698 0.242675 
408.626068 907.987549 0.561585 
288.245453 955.194214 0.291600 
280.362427 934.287231 0.349742 
327.488403 910.797180 0.553193 

866.108582 235.951447 0.341583 
847.960144 256.801392 0.293644 
845.373779 256.822174 0.313590 
845.253052 290.808258 0.118010 
845.330811 303.924652 0.053416 
853.166992 256.835449 0.238343 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
847.953918 309.152527 0.223154 
847.880371 314.324005 0.230336 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
850.542847 306.595154 0.185185 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
861.045776 230.676010 0.326409 
863.591797 233.309601 0.115919 
848.017822 235.830933 0.370930 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 


Body keypoints: Array<T>::toString():
377.165253 217.674149 0.883377 
366.791992 322.262939 0.889740 
282.903534 322.301941 0.839400 
238.395432 442.508606 0.838580 
199.333069 510.430023 0.899756 
455.570251 322.297363 0.814870 
489.617340 426.827850 0.889488 
513.073486 497.435516 0.879635 
379.687195 531.355286 0.682512 
322.266296 531.473999 0.691432 
301.276489 693.638306 0.600205 
309.096344 905.445740 0.692657 
429.582520 523.639648 0.662451 
447.675262 659.642822 0.555163 
429.435730 884.538452 0.679845 
350.976654 199.271820 0.883581 
390.318542 196.774017 0.917942 
322.221313 220.250397 0.920366 
416.369354 217.681427 0.797327 
426.816437 923.755005 0.282329 
447.708862 913.324951 0.294214 
411.161591 902.863464 0.504365 
293.446564 955.188904 0.317290 
280.430573 934.265198 0.382502 
327.513306 910.755615 0.617234 


Body keypoints: Array<T>::toString():
379.771149 217.654785 0.894845 
366.758270 322.168304 0.886145 
282.989410 322.220490 0.839724 
238.449402 437.298279 0.846860 
199.356415 507.919769 0.878235 
450.497925 322.154175 0.813179 
489.556519 424.243500 0.864537 
513.087280 492.260590 0.913005 
379.678650 528.792664 0.683146 
322.301514 531.382568 0.695942 
301.360077 698.771301 0.625377 
309.121399 905.413879 0.694404 
429.527771 523.617371 0.675385 
447.686188 656.980835 0.560235 
429.385101 887.209351 0.714988 
353.560272 199.246933 0.879403 
392.825684 196.704132 0.913587 
324.726135 220.201324 0.947059 
416.338196 214.967529 0.732560 
432.108795 929.015198 0.242770 
453.043976 918.565002 0.271698 
408.636719 905.464783 0.555657 
290.854828 955.191162 0.305025 
280.412872 934.270386 0.363061 
327.531311 910.689758 0.636825 


Body keypoints: Array<T>::toString():
379.710724 217.581970 0.889125 
366.776489 322.228363 0.887276 
283.051727 322.254791 0.835833 
238.557297 439.904541 0.851834 
199.389603 502.639893 0.851450 
450.471252 322.242310 0.825731 
486.960632 426.878418 0.854770 
510.605713 492.119232 0.899509 
374.544800 528.869690 0.681380 
322.255585 531.437195 0.700444 
301.349792 698.911621 0.636692 
309.151367 902.834839 0.695959 
429.413757 526.246765 0.677631 
447.756073 646.568481 0.547699 
429.387299 889.777954 0.721578 
351.010071 199.226776 0.887993 
390.293213 196.669846 0.925727 
322.322998 220.170074 0.950493 
411.199219 214.909943 0.596192 
452.985779 936.938904 0.174556 
0.000000 0.000000 0.000000 
408.623596 908.065918 0.588572 
296.046143 955.186707 0.330740 
282.906036 934.251160 0.396774 
327.509369 910.685852 0.655523 


Body keypoints: Array<T>::toString():
379.711700 217.504410 0.877783 
366.776550 322.231049 0.886472 
283.037262 322.297028 0.844274 
238.509262 442.513214 0.855783 
199.327576 494.929962 0.866980 
450.449127 322.215393 0.825523 
486.883667 429.425537 0.836821 
510.628235 492.209259 0.891166 
374.536530 531.372192 0.681547 
322.203644 531.454102 0.688730 
301.244232 701.476318 0.631996 
309.153442 905.432007 0.705809 
429.471191 528.792114 0.676974 
447.719635 657.007935 0.509941 
429.362396 887.180420 0.701107 
353.587982 199.189301 0.889787 
392.788177 196.728531 0.908851 
324.703339 220.153595 0.954230 
411.197083 217.522507 0.633254 
429.513519 929.016663 0.253381 
450.452271 918.581970 0.266259 
408.630402 905.472778 0.546617 
296.060852 955.183044 0.352997 
282.977051 934.248718 0.415376 
327.522491 910.722412 0.662718 


Body keypoints: Array<T>::toString():
379.770294 217.464996 0.876823 
366.766785 324.766052 0.890136 
282.948486 324.844452 0.851272 
238.394043 445.174194 0.864641 
199.281693 494.902161 0.868638 
452.947083 322.300232 0.831135 
484.406097 429.416412 0.827712 
513.036804 492.215057 0.886123 
374.482300 531.464966 0.690676 
322.180450 534.042480 0.689679 
298.643829 698.843323 0.563426 
306.624390 905.416626 0.699104 
429.420807 528.811462 0.672750 
447.822388 638.678955 0.583515 
426.931305 884.519958 0.660426 
353.609833 199.168121 0.893423 
390.320435 196.687256 0.919257 
324.760345 220.219742 0.957376 
411.148499 217.477539 0.633112 
413.812134 923.790344 0.351255 
434.703156 915.993652 0.341909 
408.600403 902.845520 0.485385 
290.834198 955.190125 0.332556 
280.407806 934.251343 0.398637 
327.510376 910.734375 0.620161 


Body keypoints: Array<T>::toString():
379.799438 217.561523 0.887312 
366.795563 324.789093 0.887624 
282.989197 324.852570 0.845291 
238.377319 447.650177 0.875205 
199.175873 494.903656 0.865359 
452.980560 324.757599 0.826292 
486.970306 429.540253 0.818126 
513.047485 492.233887 0.890092 
374.490814 531.535217 0.685443 
322.160706 534.089600 0.679785 
